PC1,PC2,PC3,PC4
-0.4593401100768382,-0.32922452566019955,0.7980043945403001,-0.4462207955169648
0.0711818234912506,-0.09373352365653179,-0.9794960129606973,-0.6545151554928874
-0.7266922098200024,0.22161606659819225,0.6054284080635235,-0.4277251190751986
-0.26123012082614927,-0.2870618613648427,0.046288237712386625,0.3476982809333994
-0.38656658499275554,-0.14489270160677242,0.09958281729286717,0.6852889245870614
-0.4958009162900335,-0.02415062517808863,0.5428113924915015,-1.4498003113374802
-0.5725265680798646,-0.126416365209428,0.6093032156480973,0.502522331974373
-0.5787914286449379,-0.1308744828342491,0.5540544494452257,1.1554055443064677
-0.40426255312091336,-0.01576040316792652,0.2969342628024837,-1.9537215092679618
5.124602531512465,-6.260303388537591,6.91720493812741,0.802307943132128
-0.20032477415733652,0.38646549755771314,-1.2233187620798531,-0.49255902007367114
-0.37730093919426155,0.04327549545373468,-0.32111054755663754,0.8929836882431005
5.912644520766924,0.03726550473272807,-0.013707255281980885,-2.15632811701737
-0.5149814331415901,-0.07534634543526733,0.5288315410801889,-0.5976548188598233
-0.4562437766976052,0.37470145738404237,-0.4532859460039294,-0.4053786022211261
-0.5203367897992207,0.11557447041751386,0.07775004892849825,0.1782887084352633
-0.41871000773054134,0.24935086383725064,-0.5306852861737604,0.64731043023135
-0.46837838500759565,0.08958972182581044,0.16748504374606046,-0.8746771952856891
-0.5923280235666405,0.30237320659842853,0.05379836018940645,-0.45740301681977613
-0.5615018502159714,0.4941615007304637,-0.5830203765106707,0.9611884789914258
-0.7277160740950719,0.3509942220561965,0.022931545132566004,1.770719362426123
-0.42515201978251715,-0.23498039167494636,0.421060185407752,0.38203005077300217
-0.2211591308222508,0.028357525419604457,-0.4565000635608636,-0.7538473610497965
-0.5169704500256205,-0.14771489893176912,0.5583263442663731,0.059125611980122644
7.948898324020951,12.524991467052583,2.7239235514194915,0.13715514830159364
-0.3718873842626891,0.30474699894519713,-0.5787408539432802,-0.21435123500721442
-0.8058531503515447,0.1975821871582553,0.9950879052197595,-1.0128379834471744
-0.5658135199440077,0.5752375875131016,-0.6136865759284507,0.18016801570019053
-0.41996377121798223,0.055505032009112804,-0.4183267316441036,2.2740818159062073
-0.48866944739236157,0.04584883614083357,-0.06115008211680988,1.3955738039250118
0.7049281793708855,-1.2125374056216374,-1.3721740457347846,1.51861048934552
5.131259063894728,0.6980591305778944,0.9493077076782476,-0.42842227373655084
-0.35657603499530777,0.37042352645317916,-0.7051405992460898,-0.5816658051748036
5.255050612345159,0.7477777260235103,0.8253629643902203,-0.5109208798554404
-0.40317613260501745,0.5047420235129848,-0.958218159309748,0.03792398703759961
-0.3698302198286092,0.40574503743081985,-0.6788801747730892,-1.047319223962215
-0.37023626009516647,0.4671543311893078,-0.8927898880967662,-0.39390640689209927
-0.2724010488328373,0.09457288555480607,-0.7800582638228997,1.2914536012506572
1.0885369608179587,-1.417855632958906,-2.1639265976677566,0.9491651083929921
0.5140168193339779,-0.8810431709573469,-0.9897732383879806,-1.2633523511614175
-0.643887576115723,0.1519513127545734,0.5101471236076789,-0.3994896726978804
-0.6002178207522104,-0.16620451024037944,0.9109955676395276,-0.28453963044637864
-0.6465082910369739,0.4530135909983626,-0.22027949507295036,0.3950009002797178
-0.30781982969428545,-0.08321291686293077,0.13470358489871676,-1.926703362911049
-0.70301692509868,0.586852863932868,-0.1487770521036627,-0.3749766349255437
-0.5532174099671451,0.3770444278925504,-0.41359997856311864,0.9141032539935317
-0.8621549105439517,0.2708275517701255,0.621708118008024,1.3545592177690138
-0.2545691409501821,-0.5137955660283623,0.4401632959916953,0.006101461407976726
-0.23988132746769072,-0.1406445581095535,-0.41064086732747185,1.0276870445738338
-0.6461744221695379,-0.02780132854909004,0.48326033834091453,1.5107115886229128
-0.5126998959413028,0.6068933054891263,-0.6835287103345868,-0.5429759967624221
-0.840015801369461,0.4303933252758212,0.21490326788636535,1.8584748981789
0.31229293843403405,-0.30060915421062645,-1.4713129537616136,0.37364308177946404
-0.6433583927137217,0.20727935410853462,0.03259213783194187,1.6467006876717052
-0.5935691028753363,0.14930109072382913,0.2501230925284812,0.0466823013653275
