PacketSize,Hour,Minute,Second,IsTCP,IsUDP,IsICMP,Direction
0.31639269789575675,0.20766799030703614,-1.2212517017476032,1.073048603101829,0.2566654009664993,-0.24092645089147513,-0.08362420100070907,-0.05902813361009552
0.9068712667520026,-0.07154947565200391,-0.3465572008606668,0.7228771296617398,0.2566654009664993,-0.24092645089147513,-0.08362420100070907,-0.05902813361009552
0.12899530777970267,-0.629984407570084,0.7613891669294527,-0.09418964169846833,0.2566654009664993,-0.24092645089147513,-0.08362420100070907,-0.05902813361009552
-0.3695524659252714,-0.629984407570084,1.4028318009132061,1.3064962520618884,0.2566654009664993,-0.24092645089147513,-0.08362420100070907,-0.05902813361009552
0.42600249211458086,0.20766799030703614,0.8197021336552485,-0.3859992028985426,0.2566654009664993,-0.24092645089147513,-0.08362420100070907,-0.05902813361009552
-0.21751307394432184,-0.07154947565200391,-0.11330533395748375,-1.086342149778721,0.2566654009664993,-0.24092645089147513,-0.08362420100070907,-0.05902813361009552
-0.0513304827093305,-0.350766941611044,0.8197021336552485,-0.32763729065852776,0.2566654009664993,-0.24092645089147513,-0.08362420100070907,-0.05902813361009552
1.157913053511245,-0.629984407570084,1.1112669672842272,1.6566677255019775,0.2566654009664993,-0.24092645089147513,-0.08362420100070907,-0.05902813361009552
0.6275430814846767,-0.07154947565200391,-0.054992367231687996,-0.8528945008186615,0.2566654009664993,-0.24092645089147513,-0.08362420100070907,-0.05902813361009552
0.3552864958443717,-0.350766941611044,-0.8713739013928287,-1.0279802375387062,0.2566654009664993,-0.24092645089147513,-0.08362420100070907,-0.05902813361009552
-1.5045442060621272,1.3245378541431965,-0.3465572008606668,-1.2030659742587506,0.2566654009664993,-0.24092645089147513,-0.08362420100070907,-0.05902813361009552
0.6133998822306349,-0.629984407570084,1.4611447676390017,-0.7361706763386318,0.2566654009664993,-0.24092645089147513,-0.08362420100070907,-0.05902813361009552
0.6027924827901036,-0.07154947565200391,-0.7547479679412371,0.2559818317416208,0.2566654009664993,-0.24092645089147513,-0.08362420100070907,-0.05902813361009552
0.9811230628357221,-0.07154947565200391,1.169579934010023,0.08089609502157626,0.2566654009664993,-0.24092645089147513,-0.08362420100070907,-0.05902813361009552
0.6699726792468021,-0.07154947565200391,-1.6877554355539692,0.2559818317416208,0.2566654009664993,-0.24092645089147513,-0.08362420100070907,-0.05902813361009552
0.2987136988282045,-0.629984407570084,1.2278929007358188,1.5399439010219478,0.2566654009664993,-0.24092645089147513,-0.08362420100070907,-0.05902813361009552
-2.777432138925891,0.7661029222251162,-0.28824423413487105,0.60615330518171,-3.896123109053265,4.150644299535413,-0.08362420100070907,-0.05902813361009552
-0.03365148364177823,-0.350766941611044,0.8197021336552485,0.60615330518171,0.2566654009664993,-0.24092645089147513,-0.08362420100070907,-0.05902813361009552
0.2810346997606522,-0.350766941611044,-1.046312801570216,-0.44436111513855747,0.2566654009664993,-0.24092645089147513,-0.08362420100070907,-0.05902813361009552
-2.2010967693236867,3.558277581815517,1.0529540005584315,-1.5532374476988398,0.2566654009664993,-0.24092645089147513,-0.08362420100070907,-0.05902813361009552
-3.4386267040523455,-1.4676368054472042,1.5194577343647975,-0.3859992028985426,0.2566654009664993,-0.24092645089147513,-0.08362420100070907,-0.05902813361009552
0.9705156633951908,0.20766799030703614,-0.28824423413487105,-0.8528945008186615,0.2566654009664993,-0.24092645089147513,-0.08362420100070907,-0.05902813361009552
